Лс,Номер,СервисГид,Слово,Тариф,Статус,Статус баланса
23066165,9224374943,515655,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066166,9224374951,819906,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066167,9224374955,,,,Свободный,ПозитивнаяДинами
23066169,9224374981,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066170,9224374996,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066171,9224375013,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066172,9224375025,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066173,9224375060,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066174,9224375061,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066175,9224375086,,,,Свободный,ПозитивнаяДинами
23066176,9224375122,707988,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066177,9224375131,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066178,9224375213,16197,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066179,9224375238,509191,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066180,9224375299,,,,Свободный,ПозитивнаяДинами
23066181,9224375304,510961,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066182,9224375373,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066183,9224375416,67519,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066184,9224375428,611701,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066185,9224375432,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065541,9224375438,815710,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065542,9224375442,,,,Свободный,ПозитивнаяДинами
23065543,9224375479,200113,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065544,9224375482,166967,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065545,9224375498,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065546,9224375502,,,,Свободный,ПозитивнаяДинами
23065547,9224375536,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065548,9224375552,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065549,9224375622,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065550,9224375723,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065551,9224375733,17761,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065552,9224375749,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065553,9224375792,758886,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065554,9224375800,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065555,9224375825,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065556,9224375832,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065557,9224375849,676199,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065558,9224375859,599796,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065559,9224375887,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065560,9224375897,801979,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065561,9224375898,715689,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065562,9224375925,718660,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065563,9224375936,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065564,9224375937,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065565,9224375946,605711,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065566,9224375965,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065567,9224375972,688766,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065568,9224375978,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065569,9224375990,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065570,9224376012,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065571,9224376028,,,,Свободный,ПозитивнаяДинами
23065881,9224376042,,,,Свободный,ПозитивнаяДинами
23065882,9224376048,557855,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065883,9224376087,,,,Свободный,ПозитивнаяДинами
23065884,9224376103,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065885,9224376114,,,,Свободный,ПозитивнаяДинами
23065886,9224376135,,,,Свободный,ПозитивнаяДинами
23065887,9224376149,,,,Свободный,ПозитивнаяДинами
23065888,9224376164,17199,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065889,9224376178,,Академия,Территория 1500,Свободный,НегативнаяСтатика
23065890,9224376208,165686,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065891,9224376210,,,,Свободный,ПозитивнаяДинами
23065892,9224376231,,,,Свободный,ПозитивнаяДинами
23065893,9224376275,,,,Свободный,ПозитивнаяДинами
23065894,9224376294,,,,Свободный,ПозитивнаяДинами
23065895,9224376329,,,,Свободный,ПозитивнаяДинами
23065896,9224376342,,,,Свободный,ПозитивнаяДинами
23065897,9224376362,,,,Свободный,ПозитивнаяДинами
23065898,9224376369,,,,Свободный,ПозитивнаяДинами
23065899,9224376405,,,,Свободный,ПозитивнаяДинами
23065900,9224376408,,,,Свободный,ПозитивнаяДинами
23065901,9224376453,800898,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065902,9224376486,,,,Свободный,ПозитивнаяДинами
23065903,9224376487,,,,Свободный,НегативнаяСтатика
23065904,9224376507,,,,Свободный,ПозитивнаяДинами
23065905,9224376521,,,,Свободный,ПозитивнаяДинами
23065906,9224376544,198591,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065907,9224376578,,,,Свободный,ПозитивнаяДинами
23065908,9224376579,,,,Свободный,ПозитивнаяДинами
23065909,9224376595,,,,Свободный,ПозитивнаяДинами
23065910,9224376651,,,,Свободный,ПозитивнаяДинами
23065911,9224376659,,,,Свободный,ПозитивнаяДинами
23066186,9224376665,550651,Академия,Территория 1500,Свободный,НегативнаяДинамика
23066187,9224376676,,,,Свободный,ПозитивнаяДинами
23066188,9224376681,,,,Свободный,ПозитивнаяДинами
23066189,9224376708,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066190,9224376754,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066191,9224376755,,,,Свободный,ПозитивнаяДинами
23066192,9224376792,,,,Свободный,ПозитивнаяДинами
23066193,9224376806,801851,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066194,9224376822,,,,Свободный,НегативнаяСтатика
23066195,9224376829,,,,Свободный,ПозитивнаяДинами
23066196,9224376874,,,,Свободный,ПозитивнаяДинами
23066197,9224376876,,,,Свободный,ПозитивнаяДинами
23066198,9224376892,,,,Свободный,ПозитивнаяДинами
23066199,9224376907,,,,Свободный,ПозитивнаяДинами
23066200,9224376932,,,,Свободный,ПозитивнаяДинами
23066201,9224376941,,,,Свободный,ПозитивнаяДинами
23066202,9224376977,,,,Свободный,ПозитивнаяДинами
23066203,9224377002,,,,Свободный,ПозитивнаяДинами
23066204,9224377010,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066205,9224377015,,,,Свободный,ПозитивнаяДинами
23066206,9224377078,,,,Свободный,ПозитивнаяДинами
23066207,9224377088,,,,Свободный,ПозитивнаяДинами
23066208,9224377090,,,,Свободный,ПозитивнаяДинами
23066209,9224377094,866756,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066210,9224377103,,,,Свободный,ПозитивнаяДинами
23066211,9224377115,,,,Свободный,ПозитивнаяДинами
23066212,9224377127,,,,Свободный,ПозитивнаяДинами
23066213,9224377137,,,,Свободный,ПозитивнаяДинами
23066214,9224377154,,,,Свободный,ПозитивнаяДинами
23066215,9224377188,,,,Свободный,ПозитивнаяДинами
23066216,9224377225,,,,Свободный,ПозитивнаяДинами
23066499,9224377233,,,,Свободный,ПозитивнаяДинами
23066500,9224377235,,,,Свободный,ПозитивнаяДинами
23066501,9224377260,,,,Свободный,ПозитивнаяДинами
23066502,9224377394,,,,Свободный,ПозитивнаяДинами
23066503,9224377398,,,,Свободный,ПозитивнаяДинами
23066504,9224377401,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066505,9224377426,,,,Свободный,НегативнаяДинамика
23066506,9224377438,,,,Свободный,НегативнаяДинамика
23066507,9224377448,,,,Свободный,НегативнаяСтатика
23066508,9224377471,,,,Свободный,ПозитивнаяДинами
23066509,9224377492,,,,Свободный,ПозитивнаяДинами
23066510,9224377498,,,,Свободный,ПозитивнаяДинами
23066511,9224377508,,,,Свободный,ПозитивнаяДинами
23066512,9224377566,,,,Свободный,ПозитивнаяДинами
23066513,9224377583,,,,Свободный,ПозитивнаяДинами
23066514,9224377585,,,,Свободный,ПозитивнаяДинами
23066515,9224377616,,,,Свободный,ПозитивнаяДинами
23066516,9224377620,,,,Свободный,ПозитивнаяДинами
23066517,9224377637,,,,Свободный,ПозитивнаяДинами
23066518,9224377659,,,,Свободный,ПозитивнаяДинами
23066519,9224377683,,,,Свободный,ПозитивнаяДинами
23066520,9224377688,,,,Свободный,ПозитивнаяДинами
23066521,9224377694,,,,Свободный,ПозитивнаяДинами
23066522,9224377736,,,,Свободный,ПозитивнаяДинами
23066523,9224377738,,,,Свободный,ПозитивнаяДинами
23066524,9224377806,,,,Свободный,ПозитивнаяДинами
23066525,9224377807,,,,Свободный,ПозитивнаяДинами
23066526,9224377814,,,,Свободный,ПозитивнаяДинами
23066527,9224377832,,,,Свободный,ПозитивнаяДинами
23066528,9224377833,,,,Свободный,ПозитивнаяДинами
23066529,9224377854,,,,Свободный,ПозитивнаяДинами
23065214,9224377903,,,,Свободный,НегативнаяСтатика
23065215,9224377910,,,,Свободный,ПозитивнаяДинами
23065216,9224377913,,,,Свободный,ПозитивнаяДинами
23065217,9224377988,,,,Свободный,ПозитивнаяДинами
23065218,9224378042,,,,Свободный,ПозитивнаяДинами
23065912,9224378054,,,,Свободный,ПозитивнаяДинами
23065913,9224378073,,,,Свободный,НегативнаяДинамика
23065914,9224378087,,,,Свободный,ПозитивнаяДинами
23065915,9224378106,,,,Свободный,ПозитивнаяДинами
23065916,9224378152,,,,Свободный,ПозитивнаяДинами
23065917,9224378164,,,,Свободный,ПозитивнаяДинами
23065918,9224378189,,,,Свободный,ПозитивнаяДинами
23065919,9224378200,,,,Свободный,ПозитивнаяДинами
23065920,9224378205,,,,Свободный,ПозитивнаяДинами
23065921,9224378206,,,,Свободный,ПозитивнаяДинами
23065922,9224378259,,,,Свободный,ПозитивнаяДинами
23065923,9224378284,,,,Свободный,НегативнаяДинамика
23065924,9224378293,,,,Свободный,ПозитивнаяДинами
23065925,9224378317,,,,Свободный,ПозитивнаяДинами
23065926,9224378329,,Академия,Территория 1500,Свободный,НегативнаяСтатика
23065927,9224378360,,,,Свободный,ПозитивнаяДинами
23065928,9224378407,,,,Свободный,ПозитивнаяДинами
23065929,9224378416,,,,Свободный,ПозитивнаяДинами
23065930,9224378424,,,,Свободный,НегативнаяСтатика
23065931,9224378443,,,,Свободный,ПозитивнаяДинами
23065932,9224378487,,,,Свободный,ПозитивнаяДинами
23065933,9224378497,19108,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065934,9224378510,555180,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065935,9224378521,,,,Свободный,ПозитивнаяДинами
23065936,9224378562,,,,Свободный,ПозитивнаяДинами
23065937,9224378572,,,,Свободный,ПозитивнаяДинами
23065938,9224378583,,,,Свободный,ПозитивнаяДинами
23065939,9224378602,,,,Свободный,ПозитивнаяДинами
23066217,9224378618,789979,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066218,9224378658,,,,Свободный,ПозитивнаяДинами
23066219,9224378665,,,,Свободный,НегативнаяСтатика
23066220,9224378691,977659,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066221,9224378692,,,,Свободный,ПозитивнаяДинами
23066222,9224378703,,,,Свободный,ПозитивнаяДинами
23066223,9224378719,,,,Свободный,ПозитивнаяДинами
23066224,9224378722,,,,Свободный,ПозитивнаяДинами
23066225,9224378724,898099,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066226,9224378726,,,,Свободный,ПозитивнаяДинами
23066227,9224378727,198890,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066228,9224378730,,,,Свободный,ПозитивнаяДинами
23066229,9224378731,,,,Свободный,ПозитивнаяДинами
23066230,9224378741,,,,Свободный,ПозитивнаяДинами
23066231,9224378755,669801,Академия,Территория 1500,Свободный,НегативнаяСтатика
23066232,9224378771,,Академия,Территория 1500,Свободный,НегативнаяСтатика
23066233,9224378785,,,,Свободный,ПозитивнаяДинами
23066234,9224378786,,,,Свободный,ПозитивнаяДинами
23066236,9224378790,,,,Свободный,ПозитивнаяДинами
23066237,9224378800,799807,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066238,9224378801,,,,Свободный,НегативнаяДинамика
23066239,9224378843,,,,Свободный,ПозитивнаяДинами
23066240,9224378851,,,,Свободный,ПозитивнаяДинами
23066241,9224378858,,,,Свободный,ПозитивнаяДинами
23066242,9224378911,,,,Свободный,ПозитивнаяДинами
23066243,9224378915,,,,Свободный,ПозитивнаяДинами
23066244,9224378921,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066245,9224378944,,,,Свободный,ПозитивнаяДинами
23066246,9224378958,,,,Свободный,ПозитивнаяДинами
23066247,9224378977,,,,Свободный,ПозитивнаяДинами
23066248,9224379011,,,,Свободный,ПозитивнаяДинами
23066530,9224379051,599056,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066531,9224379062,,,,Свободный,ПозитивнаяДинами
23066532,9224379070,,,,Свободный,ПозитивнаяДинами
23066533,9224379091,,,,Свободный,ПозитивнаяДинами
23066534,9224379098,,,,Свободный,ПозитивнаяДинами
23066535,9224379118,771089,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066536,9224379126,707589,Академия,Территория 1500,Свободный,НегативнаяДинамика
23066537,9224379170,,,,Свободный,ПозитивнаяДинами
23066539,9224379201,,,,Свободный,НегативнаяДинамика
23066540,9224379236,,,,Свободный,ПозитивнаяДинами
23066541,9224379263,,,,Свободный,ПозитивнаяДинами
23066542,9224379277,,,,Свободный,ПозитивнаяДинами
23066543,9224379286,,,,Свободный,ПозитивнаяДинами
23066544,9224379287,,,,Свободный,ПозитивнаяДинами
23066545,9224379290,,,,Свободный,ПозитивнаяДинами
23066546,9224379316,,,,Свободный,ПозитивнаяДинами
23066547,9224379322,,,,Свободный,ПозитивнаяДинами
23066548,9224379343,,,,Свободный,ПозитивнаяДинами
23066549,9224379353,,,,Свободный,ПозитивнаяДинами
23066550,9224379366,,,,Свободный,ПозитивнаяДинами
23066551,9224379376,,,,Свободный,ПозитивнаяДинами
23066552,9224379398,,,,Свободный,ПозитивнаяДинами
23066553,9224379407,,,,Свободный,ПозитивнаяДинами
23066554,9224379446,,,,Свободный,ПозитивнаяДинами
23066555,9224379455,,,,Свободный,ПозитивнаяДинами
23066556,9224379460,,,,Свободный,ПозитивнаяДинами
23066557,9224379485,,,,Свободный,ПозитивнаяДинами
23066558,9224379487,,,,Свободный,ПозитивнаяДинами
23065219,9224379495,,,,Свободный,ПозитивнаяДинами
23065220,9224379560,,,,Свободный,ПозитивнаяДинами
23065221,9224379570,,,,Свободный,ПозитивнаяДинами
23065222,9224379575,,,,Свободный,ПозитивнаяДинами
23065223,9224379631,,,,Свободный,НегативнаяДинамика
23065224,9224379655,,Академия,Территория 1500,Свободный,НегативнаяСтатика
23065225,9224379660,197877,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065226,9224379684,,,,Свободный,ПозитивнаяДинами
23065227,9224379741,,,,Свободный,ПозитивнаяДинами
23065228,9224379742,,,,Свободный,ПозитивнаяДинами
23065229,9224379750,,,,Свободный,ПозитивнаяДинами
23065230,9224379779,,,,Свободный,ПозитивнаяДинами
23065231,9224379794,,,,Свободный,ПозитивнаяДинами
23065232,9224379807,,,,Свободный,ПозитивнаяДинами
23065233,9224379818,,,,Свободный,ПозитивнаяДинами
23065234,9224379821,,,,Свободный,ПозитивнаяДинами
23065235,9224379827,,,,Свободный,ПозитивнаяДинами
23065236,9224379863,,,,Свободный,ПозитивнаяДинами
23065237,9224379906,650807,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065238,9224379909,,,,Свободный,ПозитивнаяДинами
23065239,9224379922,,,,Свободный,ПозитивнаяДинами
23065240,9224379964,,,,Свободный,ПозитивнаяДинами
23065241,9224379980,,,,Свободный,ПозитивнаяДинами
23065243,9224380052,,Академия,Территория 1500,Свободный,ПозитивнаяСтатика
23065244,9224380080,,,,Свободный,ПозитивнаяДинами
23065245,9224380092,,,,Свободный,ПозитивнаяДинами
23065246,9224380123,,,,Свободный,ПозитивнаяДинами
23065247,9224380136,,,,Свободный,ПозитивнаяДинами
23065248,9224380147,,,,Свободный,ПозитивнаяДинами
23065572,9224380161,,,,Свободный,НегативнаяСтатика
23065573,9224380181,,,,Свободный,НегативнаяДинамика
23065574,9224380202,,,,Свободный,ПозитивнаяДинами
23065575,9224380203,,,,Свободный,ПозитивнаяДинами
23065576,9224380217,,,,Свободный,ПозитивнаяДинами
23065577,9224380279,,,,Свободный,ПозитивнаяДинами
23065578,9224380321,,,,Свободный,ПозитивнаяДинами
23065579,9224380383,,,,Свободный,НегативнаяДинамика
23065580,9224380394,,,,Свободный,НегативнаяДинамика
23065581,9224380403,,,,Свободный,ПозитивнаяДинами
23065582,9224380414,,,,Свободный,ПозитивнаяДинами
23065584,9224380417,,,,Свободный,ПозитивнаяДинами
23065585,9224380425,,,,Свободный,ПозитивнаяДинами
23065586,9224380458,,,,Свободный,ПозитивнаяДинами
23065587,9224380463,,,,Свободный,ПозитивнаяДинами
23065588,9224380483,,,,Свободный,ПозитивнаяДинами
23065589,9224380489,,,,Свободный,ПозитивнаяДинами
23065590,9224380491,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065591,9224380527,,,,Свободный,ПозитивнаяДинами
23065592,9224380534,,,,Свободный,ПозитивнаяДинами
23065593,9224380536,187190,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065594,9224380564,,,,Свободный,ПозитивнаяДинами
23065595,9224380609,,,,Свободный,ПозитивнаяДинами
23065596,9224380617,,,,Свободный,ПозитивнаяДинами
23065597,9224380647,,,,Свободный,ПозитивнаяДинами
23065598,9224380655,850650,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065599,9224380664,,,,Свободный,ПозитивнаяДинами
23065600,9224380691,,,,Свободный,ПозитивнаяДинами
23065601,9224380695,,,,Свободный,ПозитивнаяДинами
23065602,9224380701,,,,Свободный,ПозитивнаяДинами
23065603,9224380710,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066249,9224380715,,,,Свободный,ПозитивнаяДинами
23066250,9224380729,575979,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066251,9224380766,96706,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066252,9224380785,,,,Свободный,ПозитивнаяДинами
23066253,9224380793,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066254,9224380820,,,,Свободный,ПозитивнаяДинами
23066255,9224380872,,,,Свободный,ПозитивнаяДинами
23066256,9224380889,,,,Свободный,ПозитивнаяДинами
23066257,9224380897,,Академия,Территория 1500,Свободный,НегативнаяСтатика
23066258,9224380899,,,,Свободный,ПозитивнаяДинами
23066259,9224380907,,,,Свободный,ПозитивнаяДинами
23066260,9224380936,,,,Свободный,ПозитивнаяДинами
23066261,9224380969,,,,Свободный,ПозитивнаяДинами
23066262,9224380991,,,,Свободный,ПозитивнаяДинами
23066263,9224381020,,,,Свободный,ПозитивнаяДинами
23066264,9224381060,,,,Свободный,НегативнаяДинамика
23066265,9224381072,,,,Свободный,ПозитивнаяДинами
23066266,9224381077,,,,Свободный,ПозитивнаяДинами
23066267,9224381093,,,,Свободный,ПозитивнаяДинами
23066268,9224381100,,,,Свободный,ПозитивнаяДинами
23066269,9224381129,,,,Свободный,ПозитивнаяДинами
23066270,9224381152,,,,Свободный,ПозитивнаяДинами
23066271,9224381154,,,,Свободный,ПозитивнаяДинами
23066272,9224381182,,,,Свободный,ПозитивнаяДинами
23066273,9224381220,,,,Свободный,НегативнаяСтатика
23066274,9224381230,806588,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066275,9224381245,78767,Академия,Территория 1500,Свободный,НегативнаяСтатика
23066276,9224381292,,,,Свободный,ПозитивнаяДинами
23066277,9224381303,,,,Свободный,ПозитивнаяДинами
23066278,9224381325,,,,Свободный,ПозитивнаяДинами
23066279,9224381352,,,,Свободный,ПозитивнаяДинами
23066559,9224381375,,,,Свободный,ПозитивнаяДинами
23066560,9224381425,,,,Свободный,ПозитивнаяДинами
23066561,9224381452,,,,Свободный,ПозитивнаяДинами
23066562,9224381475,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066564,9224381490,,,,Свободный,ПозитивнаяДинами
23066565,9224381519,,,,Свободный,ПозитивнаяДинами
23066566,9224381546,,,,Свободный,ПозитивнаяДинами
23066567,9224381576,61717,Академия,Территория 1500,Свободный,НегативнаяСтатика
23066568,9224381579,,,,Свободный,ПозитивнаяДинами
23066569,9224381626,,,,Свободный,ПозитивнаяДинами
23066570,9224381670,,,,Свободный,ПозитивнаяДинами
23066571,9224381677,,,,Свободный,НегативнаяСтатика
23066572,9224381681,,,,Свободный,ПозитивнаяДинами
23066573,9224381819,,,,Свободный,ПозитивнаяДинами
23066574,9224381829,,,,Свободный,ПозитивнаяДинами
23066575,9224381867,,,,Свободный,ПозитивнаяДинами
23066576,9224381877,968659,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23066577,9224381927,,,,Свободный,ПозитивнаяДинами
23066578,9224381949,,,,Свободный,ПозитивнаяДинами
23066579,9224381960,,,,Свободный,ПозитивнаяДинами
23066580,9224381961,,,,Свободный,ПозитивнаяДинами
23066581,9224381971,,,,Свободный,ПозитивнаяДинами
23066582,9224381992,,,,Свободный,ПозитивнаяДинами
23066583,9224382013,,,,Свободный,ПозитивнаяДинами
23066584,9224382023,,,,Свободный,ПозитивнаяДинами
23066585,9224382056,,,,Свободный,ПозитивнаяДинами
23066586,9224382079,,,,Свободный,ПозитивнаяДинами
23066587,9224382086,,,,Свободный,ПозитивнаяДинами
23066588,9224382090,,,,Свободный,НегативнаяСтатика
23066589,9224382133,,,,Свободный,ПозитивнаяДинами
23066590,9224382140,,,,Свободный,ПозитивнаяДинами
23065250,9224382168,,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065251,9224382177,,,,Свободный,ПозитивнаяДинами
23065252,9224382200,,,,Свободный,ПозитивнаяДинами
23065253,9224382203,,,,Свободный,НегативнаяДинамика
23065254,9224382209,,,,Свободный,ПозитивнаяДинами
23065255,9224382210,,,,Свободный,ПозитивнаяДинами
23065256,9224382286,,,,Свободный,ПозитивнаяДинами
23065257,9224382305,,,,Свободный,ПозитивнаяДинами
23065258,9224382321,,,,Свободный,ПозитивнаяДинами
23065259,9224382322,617800,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065260,9224382323,,,,Свободный,ПозитивнаяДинами
23065261,9224382328,,,,Свободный,ПозитивнаяДинами
23065262,9224382394,,,,Свободный,ПозитивнаяДинами
23065263,9224382409,,,,Свободный,ПозитивнаяДинами
23065264,9224382420,,,,Свободный,ПозитивнаяДинами
23065265,9224382424,,,,Свободный,ПозитивнаяДинами
23065266,9224382468,,,,Свободный,ПозитивнаяДинами
23065267,9224382470,,,,Свободный,ПозитивнаяДинами
23065268,9224382472,,,,Свободный,ПозитивнаяДинами
23065269,9224382501,,,,Свободный,ПозитивнаяДинами
23065270,9224382524,,,,Свободный,ПозитивнаяДинами
23065271,9224382526,,,,Свободный,ПозитивнаяДинами
23065272,9224382546,,,,Свободный,ПозитивнаяДинами
23065273,9224382578,,,,Свободный,ПозитивнаяДинами
23065604,9224382604,,,,Свободный,ПозитивнаяДинами
23065605,9224382646,,,,Свободный,ПозитивнаяДинами
23065606,9224382667,,,,Свободный,ПозитивнаяДинами
23065607,9224382697,,,,Свободный,ПозитивнаяДинами
23065608,9224382750,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065609,9224382779,,,,Свободный,ПозитивнаяДинами
23065610,9224382798,,,,Свободный,ПозитивнаяДинами
23065611,9224382802,,,,Свободный,ПозитивнаяДинами
23065612,9224382826,150879,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065613,9224382839,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065614,9224382852,,,,Свободный,ПозитивнаяДинами
23065615,9224382853,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065616,9224382892,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065617,9224382896,,,,Свободный,ПозитивнаяДинами
23065618,9224382949,,,,Свободный,ПозитивнаяДинами
23065619,9224382964,85875,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065620,9224382965,,,,Свободный,ПозитивнаяДинами
23065621,9224383048,,,,Свободный,ПозитивнаяДинами
23065622,9224383049,,Академия,Территория 1500,Свободный,НегативнаяДинамика
23065623,9224383074,,,,Свободный,ПозитивнаяДинами
23065624,9224383121,689859,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065625,9224383128,617800,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065626,9224383138,165659,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065627,9224383167,,,,Свободный,ПозитивнаяДинами
23065628,9224383197,,,,Свободный,ПозитивнаяДинами
23065629,9224383200,,,,Свободный,ПозитивнаяДинами
23065630,9224383209,,,,Свободный,ПозитивнаяДинами
23065631,9224383212,751786,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065632,9224383242,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065633,9224383248,,,,Свободный,ПозитивнаяДинами
23065634,9224383269,,,,Свободный,ПозитивнаяДинами
23065940,9224383271,,,,Свободный,ПозитивнаяДинами
23065941,9224383304,,,,Свободный,ПозитивнаяДинами
23065942,9224383309,110881,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065943,9224383346,,,,Свободный,ПозитивнаяДинами
23065944,9224383379,,,,Свободный,ПозитивнаяДинами
23065945,9224383381,,,,Свободный,ПозитивнаяДинами
23065946,9224383389,,,,Свободный,ПозитивнаяДинами
23065947,9224383432,,,,Свободный,ПозитивнаяДинами
23065948,9224383439,,,,Свободный,ПозитивнаяДинами
23065949,9224383452,,,,Свободный,ПозитивнаяДинами
23065950,9224383457,,,,Свободный,ПозитивнаяДинами
23065951,9224383484,,,,Свободный,ПозитивнаяДинами
23065952,9224383526,,,,Свободный,НегативнаяСтатика
23065953,9224383531,,,,Свободный,ПозитивнаяДинами
23065954,9224383553,,,,Свободный,ПозитивнаяДинами
23065955,9224383563,698766,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065956,9224383567,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065957,9224383569,,,,Свободный,ПозитивнаяДинами
23065958,9224383594,,,,Свободный,ПозитивнаяДинами
23065959,9224383606,,,,Свободный,ПозитивнаяДинами
23065960,9224383619,,,,Свободный,ПозитивнаяДинами
23065961,9224383634,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065962,9224383635,,,,Свободный,ПозитивнаяДинами
23065963,9224383643,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065964,9224383649,,,,Свободный,ПозитивнаяДинами
23065965,9224383670,,,,Свободный,ПозитивнаяДинами
23065966,9224383683,,,,Свободный,ПозитивнаяДинами
23065967,9224383693,,,,Свободный,ПозитивнаяДинами
23065968,9224383727,,,,Свободный,ПозитивнаяДинами
23065969,9224383750,,Академия,Территория 1500,Свободный,ПозитивнаяДинами
23065970,9224383769,,,,Свободный,ПозитивнаяДинами
