,,,,,,
Агент,№(из...),ЛС,Телефон,Регион,Баланс,ИНН
"ООО ""ИНТРАСТПЕЙ""",,59322269,9220175828,Челябинская область,"27,56",
"ооо ""интрастпей""",,59322270,,Челябинская область,0,
"ооо ""интрастпей""",,59322271,,Челябинская область,0,
"ооо ""интрастпей""",,59322272,,Челябинская область,0,
"ооо ""интрастпей""",,59322273,,Челябинская область,0,
"ооо ""интрастпей""",,59322274,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322275,9220175900,Челябинская область,"27,88",
"ООО ""ИНТРАСТПЕЙ""",,59322276,9220175905,Челябинская область,"6,26",
"ООО ""ИНТРАСТПЕЙ""",,59322277,9220175908,Челябинская область,"1,3",
"ооо ""интрастпей""",,59322278,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322279,9220175922,Челябинская область,"0,83",
"ооо ""интрастпей""",,59322280,,Челябинская область,0,
"ооо ""интрастпей""",,59322281,,Челябинская область,0,
"ооо ""интрастпей""",,59322282,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322283,9220176001,Челябинская область,"1,62",
"ооо ""интрастпей""",,59322284,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322285,9220176130,Челябинская область,"2,88",
"ООО ""ИНТРАСТПЕЙ""",,59322286,9220176146,Челябинская область,"37,06",
"ООО ""ИНТРАСТПЕЙ""",,59322287,9220176197,Челябинская область,"8,26",
"ооо ""интрастпей""",,59322288,,Челябинская область,0,
"ооо ""интрастпей""",,59322289,,Челябинская область,0,
"ооо ""интрастпей""",,59322290,,Челябинская область,0,
"ооо ""интрастпей""",,59322291,,Челябинская область,0,
"ооо ""интрастпей""",,59322292,,Челябинская область,0,
"ооо ""интрастпей""",,59322293,,Челябинская область,0,
"ооо ""интрастпей""",,59322294,,Челябинская область,0,
"ооо ""интрастпей""",,59322295,,Челябинская область,0,
"ооо ""интрастпей""",,59322296,,Челябинская область,0,
"ооо ""интрастпей""",,59322297,,Челябинская область,0,
"ооо ""интрастпей""",,59322298,,Челябинская область,0,
"ооо ""интрастпей""",,59322299,,Челябинская область,0,
"ооо ""интрастпей""",,59322300,,Челябинская область,0,
"ооо ""интрастпей""",,59322301,,Челябинская область,0,
"ооо ""интрастпей""",,59322302,,Челябинская область,0,
"ооо ""интрастпей""",,59322303,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322304,9220176428,Челябинская область,"3,27",
"ооо ""интрастпей""",,59322305,,Челябинская область,0,
"ооо ""интрастпей""",,59322306,,Челябинская область,0,
"ооо ""интрастпей""",,59322307,,Челябинская область,0,
"ооо ""интрастпей""",,59322308,,Челябинская область,0,
"ооо ""интрастпей""",,59322309,,Челябинская область,0,
"ооо ""интрастпей""",,59322310,,Челябинская область,0,
"ооо ""интрастпей""",,59322311,,Челябинская область,0,
"ооо ""интрастпей""",,59322312,,Челябинская область,0,
"ооо ""интрастпей""",,59322313,,Челябинская область,0,
"ооо ""интрастпей""",,59322314,,Челябинская область,0,
"ооо ""интрастпей""",,59322315,,Челябинская область,0,
"ооо ""интрастпей""",,59322316,,Челябинская область,0,
"ооо ""интрастпей""",,59322317,,Челябинская область,5,
"ооо ""интрастпей""",,59322318,,Челябинская область,0,
"ооо ""интрастпей""",,59322319,,Челябинская область,0,
"ооо ""интрастпей""",,59322320,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322321,9220176707,Челябинская область,"181,04",
"ооо ""интрастпей""",,59322322,,Челябинская область,0,
"ооо ""интрастпей""",,59322323,,Челябинская область,0,
"ооо ""интрастпей""",,59322324,,Челябинская область,0,
"ооо ""интрастпей""",,59322325,,Челябинская область,0,
"ооо ""интрастпей""",,59322326,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322327,9220176767,Челябинская область,"29,73",
"ооо ""интрастпей""",,59322328,,Челябинская область,0,
"ооо ""интрастпей""",,59322329,,Челябинская область,0,
"ооо ""интрастпей""",,59322330,,Челябинская область,0,
"ооо ""интрастпей""",,59322331,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322332,9220176807,Челябинская область,"1,75",
"ооо ""интрастпей""",,59322333,,Челябинская область,0,
"ооо ""интрастпей""",,59322334,,Челябинская область,0,
"ооо ""интрастпей""",,59322335,,Челябинская область,0,
"ооо ""интрастпей""",,59322336,,Челябинская область,0,
"ооо ""интрастпей""",,59322337,,Челябинская область,0,
"ооо ""интрастпей""",,59322338,,Челябинская область,0,
"ооо ""интрастпей""",,59322339,,Челябинская область,0,
"ооо ""интрастпей""",,59322340,,Челябинская область,0,
"ооо ""интрастпей""",,59322341,,Челябинская область,0,
"ооо ""интрастпей""",,59322342,,Челябинская область,0,
"ооо ""интрастпей""",,59322343,,Челябинская область,0,
"ооо ""интрастпей""",,59322344,,Челябинская область,0,
"ооо ""интрастпей""",,59322345,,Челябинская область,0,
"ооо ""интрастпей""",,59322346,,Челябинская область,0,
"ооо ""интрастпей""",,59322347,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322348,9220177112,Челябинская область,"8,24",
"ООО ""ИНТРАСТПЕЙ""",,59322349,9220177114,Челябинская область,"4,54",
"ооо ""интрастпей""",,59322350,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322351,9220177117,Челябинская область,"3,48",
"ооо ""интрастпей""",,59322352,,Челябинская область,0,
"ооо ""интрастпей""",,59322353,,Челябинская область,0,
"ооо ""интрастпей""",,59322354,,Челябинская область,0,
"ооо ""интрастпей""",,59322355,,Челябинская область,0,
"ооо ""интрастпей""",,59322356,,Челябинская область,0,
"ооо ""интрастпей""",,59322357,,Челябинская область,0,
"ооо ""интрастпей""",,59322358,,Челябинская область,0,
"ооо ""интрастпей""",,59322359,,Челябинская область,0,
"ооо ""интрастпей""",,59322360,,Челябинская область,0,
"ооо ""интрастпей""",,59322361,,Челябинская область,0,
"ооо ""интрастпей""",,59322362,,Челябинская область,0,
"ооо ""интрастпей""",,59322363,,Челябинская область,0,
"ооо ""интрастпей""",,59322364,,Челябинская область,0,
"ооо ""интрастпей""",,59322365,,Челябинская область,0,
"ооо ""интрастпей""",,59322366,,Челябинская область,0,
"ооо ""интрастпей""",,59322367,,Челябинская область,0,
"ооо ""интрастпей""",,59322368,,Челябинская область,0,
"ооо ""интрастпей""",,59322369,,Челябинская область,0,
"ооо ""интрастпей""",,59322370,,Челябинская область,0,
"ооо ""интрастпей""",,59322371,,Челябинская область,0,
"ооо ""интрастпей""",,59322372,,Челябинская область,0,
"ооо ""интрастпей""",,59322373,,Челябинская область,0,
"ооо ""интрастпей""",,59322374,,Челябинская область,0,
"ооо ""интрастпей""",,59322375,,Челябинская область,0,
"ооо ""интрастпей""",,59322376,,Челябинская область,0,
"ооо ""интрастпей""",,59322377,,Челябинская область,0,
"ооо ""интрастпей""",,59322378,,Челябинская область,0,
"ооо ""интрастпей""",,59322379,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322380,9220177561,Челябинская область,"3,27",
"ооо ""интрастпей""",,59322381,,Челябинская область,0,
"ооо ""интрастпей""",,59322382,,Челябинская область,0,
"ооо ""интрастпей""",,59322383,,Челябинская область,0,
"ооо ""интрастпей""",,59322384,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322385,9220177601,Челябинская область,"4,94",
"ооо ""интрастпей""",,59322386,,Челябинская область,0,
"ооо ""интрастпей""",,59322387,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322388,9220177613,Челябинская область,"0,79",
"ооо ""интрастпей""",,59322389,,Челябинская область,0,
"ооо ""интрастпей""",,59322390,9220177619,Челябинская область,"11,83",
"ооо ""интрастпей""",,59322391,,Челябинская область,0,
"ооо ""интрастпей""",,59322392,,Челябинская область,0,
"ооо ""интрастпей""",,59322393,,Челябинская область,0,
"ооо ""интрастпей""",,59322394,,Челябинская область,0,
"ооо ""интрастпей""",,59322395,,Челябинская область,0,
"ооо ""интрастпей""",,59322396,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322397,9220177753,Челябинская область,"2,42",
"ооо ""интрастпей""",,59322398,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322399,9220177760,Челябинская область,"-151,85",
"ООО ""ИНТРАСТПЕЙ""",,59322400,9220177762,Челябинская область,"2,17",
"ООО ""ИНТРАСТПЕЙ""",,59322401,9220177780,Челябинская область,"-5,97",
"ооо ""интрастпей""",,59322402,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322403,9220177790,Челябинская область,"-17,79",
"ооо ""интрастпей""",,59322404,9220177791,Челябинская область,"9,11",
"ООО ""ИНТРАСТПЕЙ""",,59322405,9220177800,Челябинская область,"37,21",
"ооо ""интрастпей""",,59322406,,Челябинская область,0,
"ооо ""интрастпей""",,59322407,,Челябинская область,0,
"ооо ""интрастпей""",,59322408,,Челябинская область,0,
"ооо ""интрастпей""",,59322409,,Челябинская область,0,
"ооо ""интрастпей""",,59322410,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322411,9220177885,Челябинская область,"0,46",
"ооо ""интрастпей""",,59322412,,Челябинская область,0,
"ооо ""интрастпей""",,59322413,,Челябинская область,0,
"ооо ""интрастпей""",,59322414,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322415,9220177929,Челябинская область,"5,56",
"ооо ""интрастпей""",,59322416,,Челябинская область,0,
"ооо ""интрастпей""",,59322417,9220177958,Челябинская область,"6,61",
"ооо ""интрастпей""",,59322418,,Челябинская область,6,
"ооо ""интрастпей""",,59322419,,Челябинская область,0,
"ооо ""интрастпей""",,59322420,9220177984,Челябинская область,"5,04",
"ооо ""интрастпей""",,59322421,,Челябинская область,0,
"ооо ""интрастпей""",,59322422,9220178026,Челябинская область,"28,49",
"ооо ""интрастпей""",,59322423,,Челябинская область,0,
"ооо ""интрастпей""",,59322424,,Челябинская область,0,
"ооо ""интрастпей""",,59322425,,Челябинская область,0,
"ооо ""интрастпей""",,59322426,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322427,9220178065,Челябинская область,"3,3",
"ООО ""ИНТРАСТПЕЙ""",,59322428,9220178069,Челябинская область,"24,61",
"ООО ""ИНТРАСТПЕЙ""",,59322429,9220178079,Челябинская область,"8,82",
"ооо ""интрастпей""",,59322430,,Челябинская область,6,
"ооо ""интрастпей""",,59322431,,Челябинская область,0,
"ооо ""интрастпей""",,59322432,,Челябинская область,0,
"ооо ""интрастпей""",,59322433,,Челябинская область,0,
"ооо ""интрастпей""",,59322434,,Челябинская область,0,
"ооо ""интрастпей""",,59322435,,Челябинская область,0,
"ооо ""интрастпей""",,59322436,,Челябинская область,0,
"ооо ""интрастпей""",,59322437,,Челябинская область,0,
"ооо ""интрастпей""",,59322438,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322439,9220178232,Челябинская область,"1,96",
"ооо ""интрастпей""",,59322440,,Челябинская область,0,
"ооо ""интрастпей""",,59322441,,Челябинская область,0,
"ооо ""интрастпей""",,59322442,,Челябинская область,0,
"ооо ""интрастпей""",,59322443,,Челябинская область,0,
"ооо ""интрастпей""",,59322444,9220178290,Челябинская область,"4,05",
"ооо ""интрастпей""",,59322445,,Челябинская область,0,
"ооо ""интрастпей""",,59322446,,Челябинская область,0,
"ооо ""интрастпей""",,59322447,,Челябинская область,0,
"ооо ""интрастпей""",,59322448,,Челябинская область,0,
"ооо ""интрастпей""",,59322449,,Челябинская область,0,
"ооо ""интрастпей""",,59322450,9220178339,Челябинская область,"3,27",
"ооо ""интрастпей""",,59322451,9220178349,Челябинская область,"0,94",
"ооо ""интрастпей""",,59322452,9220178369,Челябинская область,"33,32",
"ооо ""интрастпей""",,59322453,9220178372,Челябинская область,"11,41",
"ооо ""интрастпей""",,59322454,9220178381,Челябинская область,"7,06",
"ооо ""интрастпей""",,59322455,9220178394,Челябинская область,"2,34",
"ооо ""интрастпей""",,59322456,,Челябинская область,0,
"ооо ""интрастпей""",,59322457,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322458,9220178409,Челябинская область,"4,01",
"ООО ""ИНТРАСТПЕЙ""",,59322459,9220178410,Челябинская область,"5,73",
"ооо ""интрастпей""",,59322460,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322461,9220178423,Челябинская область,"3,86",
"ооо ""интрастпей""",,59322462,,Челябинская область,0,
"ооо ""интрастпей""",,59322463,,Челябинская область,0,
"ооо ""интрастпей""",,59322464,,Челябинская область,0,
"ооо ""интрастпей""",,59322465,,Челябинская область,0,
"ооо ""интрастпей""",,59322466,,Челябинская область,0,
"ооо ""интрастпей""",,59322467,,Челябинская область,0,
"ооо ""интрастпей""",,59322468,,Челябинская область,0,
"ооо ""интрастпей""",,59322469,,Челябинская область,0,
"ооо ""интрастпей""",,59322470,,Челябинская область,0,
"ооо ""интрастпей""",,59322471,,Челябинская область,0,
"ооо ""интрастпей""",,59322472,,Челябинская область,0,
"ооо ""интрастпей""",,59322473,,Челябинская область,0,
"ооо ""интрастпей""",,59322474,,Челябинская область,0,
"ооо ""интрастпей""",,59322475,,Челябинская область,0,
"ооо ""интрастпей""",,59322476,,Челябинская область,0,
"ооо ""интрастпей""",,59322477,,Челябинская область,0,
"ооо ""интрастпей""",,59322478,,Челябинская область,0,
"ооо ""интрастпей""",,59322479,,Челябинская область,0,
"ооо ""интрастпей""",,59322480,,Челябинская область,0,
"ооо ""интрастпей""",,59322481,,Челябинская область,0,
"ооо ""интрастпей""",,59322482,,Челябинская область,0,
"ооо ""интрастпей""",,59322483,,Челябинская область,0,
"ооо ""интрастпей""",,59322484,,Челябинская область,0,
"ооо ""интрастпей""",,59322485,,Челябинская область,0,
"ооо ""интрастпей""",,59322486,,Челябинская область,0,
"ооо ""интрастпей""",,59322487,,Челябинская область,0,
"ооо ""интрастпей""",,59322488,,Челябинская область,0,
"ооо ""интрастпей""",,59322489,,Челябинская область,0,
"ооо ""интрастпей""",,59322490,,Челябинская область,0,
"ооо ""интрастпей""",,59322491,,Челябинская область,0,
"ооо ""интрастпей""",,59322492,,Челябинская область,0,
"ооо ""интрастпей""",,59322493,,Челябинская область,0,
"ооо ""интрастпей""",,59322494,,Челябинская область,0,
"ооо ""интрастпей""",,59322495,,Челябинская область,0,
"ооо ""интрастпей""",,59322496,,Челябинская область,0,
"ооо ""интрастпей""",,59322497,,Челябинская область,0,
"ооо ""интрастпей""",,59322498,,Челябинская область,0,
"ооо ""интрастпей""",,59322499,,Челябинская область,0,
"ооо ""интрастпей""",,59322500,,Челябинская область,0,
"ооо ""интрастпей""",,59322501,,Челябинская область,0,
"ооо ""интрастпей""",,59322502,,Челябинская область,0,
"ооо ""интрастпей""",,59322503,,Челябинская область,0,
"ооо ""интрастпей""",,59322504,,Челябинская область,0,
"ооо ""интрастпей""",,59322505,,Челябинская область,0,
"ооо ""интрастпей""",,59322506,,Челябинская область,0,
"ооо ""интрастпей""",,59322507,,Челябинская область,0,
"ооо ""интрастпей""",,59322508,,Челябинская область,0,
"ооо ""интрастпей""",,59322509,,Челябинская область,0,
"ооо ""интрастпей""",,59322510,,Челябинская область,0,
"ооо ""интрастпей""",,59322511,,Челябинская область,0,
"ооо ""интрастпей""",,59322512,,Челябинская область,0,
"ооо ""интрастпей""",,59322513,,Челябинская область,0,
"ооо ""интрастпей""",,59322514,,Челябинская область,0,
"ооо ""интрастпей""",,59322515,,Челябинская область,0,
"ооо ""интрастпей""",,59322516,,Челябинская область,0,
"ооо ""интрастпей""",,59322517,,Челябинская область,0,
"ооо ""интрастпей""",,59322518,,Челябинская область,0,
"ооо ""интрастпей""",,59322519,,Челябинская область,0,
"ооо ""интрастпей""",,59322520,,Челябинская область,0,
"ооо ""интрастпей""",,59322521,,Челябинская область,0,
"ооо ""интрастпей""",,59322522,,Челябинская область,0,
"ооо ""интрастпей""",,59322523,,Челябинская область,0,
"ооо ""интрастпей""",,59322524,,Челябинская область,0,
"ооо ""интрастпей""",,59322525,,Челябинская область,0,
"ооо ""интрастпей""",,59322526,,Челябинская область,0,
"ооо ""интрастпей""",,59322527,,Челябинская область,0,
"ооо ""интрастпей""",,59322528,,Челябинская область,0,
"ооо ""интрастпей""",,59322529,,Челябинская область,0,
"ооо ""интрастпей""",,59322531,,Челябинская область,0,
"ооо ""интрастпей""",,59322532,,Челябинская область,0,
"ооо ""интрастпей""",,59322533,,Челябинская область,0,
"ооо ""интрастпей""",,59322534,,Челябинская область,0,
"ооо ""интрастпей""",,59322535,,Челябинская область,0,
"ооо ""интрастпей""",,59322536,,Челябинская область,0,
"ооо ""интрастпей""",,59322537,,Челябинская область,0,
"ооо ""интрастпей""",,59322538,,Челябинская область,0,
"ооо ""интрастпей""",,59322539,,Челябинская область,5,
"ооо ""интрастпей""",,59322540,,Челябинская область,0,
"ооо ""интрастпей""",,59322541,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322542,9220179152,Челябинская область,"1,84",
"ооо ""интрастпей""",,59322543,,Челябинская область,0,
"ооо ""интрастпей""",,59322544,,Челябинская область,0,
"ооо ""интрастпей""",,59322545,,Челябинская область,0,
"ооо ""интрастпей""",,59322546,,Челябинская область,0,
"ооо ""интрастпей""",,59322547,,Челябинская область,0,
"ооо ""интрастпей""",,59322548,,Челябинская область,0,
"ооо ""интрастпей""",,59322549,,Челябинская область,0,
"ооо ""интрастпей""",,59322550,,Челябинская область,0,
"ооо ""интрастпей""",,59322551,,Челябинская область,3,
"ооо ""интрастпей""",,59322552,,Челябинская область,0,
"ооо ""интрастпей""",,59322553,,Челябинская область,0,
"ооо ""интрастпей""",,59322554,,Челябинская область,0,
"ооо ""интрастпей""",,59322555,,Челябинская область,0,
"ооо ""интрастпей""",,59322556,9220179313,Челябинская область,"0,84",
"ооо ""интрастпей""",,59322557,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322558,9220179319,Челябинская область,"1,02",
"ооо ""интрастпей""",,59322559,,Челябинская область,0,
"ооо ""интрастпей""",,59322560,,Челябинская область,0,
"ооо ""интрастпей""",,59322561,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322562,9220179383,Челябинская область,"2,99",
"ооо ""интрастпей""",,59322563,,Челябинская область,0,
"ооо ""интрастпей""",,59322564,,Челябинская область,0,
"ооо ""интрастпей""",,59322565,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322566,9220179395,Челябинская область,"5,52",
"ООО ""ИНТРАСТПЕЙ""",,59322567,9220179402,Челябинская область,"8,3",
"ООО ""ИНТРАСТПЕЙ""",,59322568,9220179409,Челябинская область,"180,19",
"ООО ""ИНТРАСТПЕЙ""",,59322569,9220179420,Челябинская область,9,
"ооо ""интрастпей""",,59322570,,Челябинская область,0,
"ооо ""интрастпей""",,59322571,,Челябинская область,0,
"ооо ""интрастпей""",,59322572,,Челябинская область,0,
"ооо ""интрастпей""",,59322573,,Челябинская область,0,
"ооо ""интрастпей""",,59322574,,Челябинская область,0,
"ооо ""интрастпей""",,59322575,,Челябинская область,0,
"ооо ""интрастпей""",,59322576,,Челябинская область,0,
"ооо ""интрастпей""",,59322577,,Челябинская область,0,
"ооо ""интрастпей""",,59322578,,Челябинская область,0,
"ооо ""интрастпей""",,59322579,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322580,9220179493,Челябинская область,"7,64",
"ооо ""интрастпей""",,59322581,,Челябинская область,0,
"ооо ""интрастпей""",,59322582,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322583,9220179505,Челябинская область,"4,9",
"ооо ""интрастпей""",,59322584,,Челябинская область,0,
"ооо ""интрастпей""",,59322585,,Челябинская область,0,
"ооо ""интрастпей""",,59322586,,Челябинская область,0,
"ооо ""интрастпей""",,59322587,,Челябинская область,0,
"ооо ""интрастпей""",,59322588,,Челябинская область,0,
"ооо ""интрастпей""",,59322589,,Челябинская область,0,
"ооо ""интрастпей""",,59322590,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322591,9220179599,Челябинская область,"2,55",
"ООО ""ИНТРАСТПЕЙ""",,59322592,9220179600,Челябинская область,"1,2",
"ООО ""ИНТРАСТПЕЙ""",,59322593,,Челябинская область,"71,67",
"ооо ""интрастпей""",,59322594,,Челябинская область,0,
"ооо ""интрастпей""",,59322595,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322596,9220179631,Челябинская область,"150,76",
"ооо ""интрастпей""",,59322597,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322598,9220179645,Челябинская область,"25,22",
"ооо ""интрастпей""",,59322599,,Челябинская область,0,
"ооо ""интрастпей""",,59322600,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322601,9220179663,Челябинская область,"10,6",
"ооо ""интрастпей""",,59322602,,Челябинская область,0,
"ооо ""интрастпей""",,59322603,9220179672,Челябинская область,"5,63",
"ооо ""интрастпей""",,59322604,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322605,9220179689,Челябинская область,"4,26",
"ооо ""интрастпей""",,59322606,,Челябинская область,0,
"ооо ""интрастпей""",,59322607,,Челябинская область,0,
"ооо ""интрастпей""",,59322608,,Челябинская область,0,
"ооо ""интрастпей""",,59322609,,Челябинская область,0,
"ооо ""интрастпей""",,59322610,,Челябинская область,0,
"ооо ""интрастпей""",,59322611,,Челябинская область,0,
"ооо ""интрастпей""",,59322612,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322613,9220179728,Челябинская область,"37,66",
"ооо ""интрастпей""",,59322614,,Челябинская область,0,
"ооо ""интрастпей""",,59322615,,Челябинская область,0,
"ооо ""интрастпей""",,59322616,,Челябинская область,0,
"ооо ""интрастпей""",,59322617,,Челябинская область,0,
"ооо ""интрастпей""",,59322618,,Челябинская область,0,
"ооо ""интрастпей""",,59322619,,Челябинская область,0,
"ооо ""интрастпей""",,59322620,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322621,9220179839,Челябинская область,"4,56",
"ооо ""интрастпей""",,59322622,,Челябинская область,0,
"ооо ""интрастпей""",,59322623,,Челябинская область,0,
"ооо ""интрастпей""",,59322624,,Челябинская область,0,
"ооо ""интрастпей""",,59322625,,Челябинская область,0,
"ооо ""интрастпей""",,59322626,,Челябинская область,0,
"ооо ""интрастпей""",,59322627,9220179881,Челябинская область,"1,36",
"ооо ""интрастпей""",,59322628,,Челябинская область,0,
"ооо ""интрастпей""",,59322629,,Челябинская область,0,
"ооо ""интрастпей""",,59322630,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322631,9220179906,Челябинская область,"0,11",
"ооо ""интрастпей""",,59322632,,Челябинская область,0,
"ооо ""интрастпей""",,59322633,,Челябинская область,0,
"ооо ""интрастпей""",,59322634,,Челябинская область,0,
"ооо ""интрастпей""",,59322635,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322636,9220179936,Челябинская область,"31,42",
"ооо ""интрастпей""",,59322638,9220179943,Челябинская область,"26,27",
"ООО ""ИНТРАСТПЕЙ""",,59322639,9220179946,Челябинская область,"24,98",
"ооо ""интрастпей""",,59322640,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322641,9220179967,Челябинская область,"5,89",
"ооо ""интрастпей""",,59322642,,Челябинская область,0,
"ооо ""интрастпей""",,59322643,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322644,9220179998,Челябинская область,"6,35",
"ООО ""ИНТРАСТПЕЙ""",,59322645,9220180012,Челябинская область,"1,9",
"ооо ""интрастпей""",,59322646,,Челябинская область,0,
"ооо ""интрастпей""",,59322647,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322648,9220180058,Челябинская область,"3,63",
"ооо ""интрастпей""",,59322649,,Челябинская область,0,
"ооо ""интрастпей""",,59322650,,Челябинская область,0,
"ооо ""интрастпей""",,59322651,,Челябинская область,0,
"ооо ""интрастпей""",,59322652,,Челябинская область,0,
"ооо ""интрастпей""",,59322653,,Челябинская область,0,
"ооо ""интрастпей""",,59322654,9220180212,Челябинская область,"8,88",
"ООО ""ИНТРАСТПЕЙ""",,59322655,9220180214,Челябинская область,"-73,44",
"ООО ""ИНТРАСТПЕЙ""",,59322656,9220180221,Челябинская область,"0,84",
"ооо ""интрастпей""",,59322657,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322658,9220180242,Челябинская область,"2,84",
"ооо ""интрастпей""",,59322659,,Челябинская область,0,
"ооо ""интрастпей""",,59322660,,Челябинская область,0,
"ооо ""интрастпей""",,59322661,,Челябинская область,0,
"ооо ""интрастпей""",,59322662,,Челябинская область,0,
"ооо ""интрастпей""",,59322663,,Челябинская область,0,
"ооо ""интрастпей""",,59322664,,Челябинская область,0,
"ооо ""интрастпей""",,59322665,,Челябинская область,0,
"ооо ""интрастпей""",,59322666,,Челябинская область,0,
"ооо ""интрастпей""",,59322667,9220180398,Челябинская область,"6,39",
"ООО ""ИНТРАСТПЕЙ""",,59322668,9220180409,Челябинская область,"8,95",
"ооо ""интрастпей""",,59322669,,Челябинская область,0,
"ооо ""интрастпей""",,59322670,,Челябинская область,0,
"ооо ""интрастпей""",,59322671,,Челябинская область,0,
"ооо ""интрастпей""",,59322672,,Челябинская область,0,
"ооо ""интрастпей""",,59322673,,Челябинская область,0,
"ооо ""интрастпей""",,59322674,,Челябинская область,0,
"ооо ""интрастпей""",,59322675,,Челябинская область,0,
"ооо ""интрастпей""",,59322676,,Челябинская область,0,
"ооо ""интрастпей""",,59322677,,Челябинская область,0,
"ооо ""интрастпей""",,59322678,,Челябинская область,0,
"ооо ""интрастпей""",,59322679,,Челябинская область,0,
"ооо ""интрастпей""",,59322680,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322681,9220180499,Челябинская область,"9,59",
"ООО ""ИНТРАСТПЕЙ""",,59322682,9220180503,Челябинская область,"1,56",
"ООО ""ИНТРАСТПЕЙ""",,59322683,9220180510,Челябинская область,"0,95",
"ооо ""интрастпей""",,59322684,,Челябинская область,0,
"ооо ""интрастпей""",,59322685,,Челябинская область,0,
"ооо ""интрастпей""",,59322686,,Челябинская область,0,
"ооо ""интрастпей""",,59322687,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322688,9220180529,Челябинская область,"4,94",
"ооо ""интрастпей""",,59322689,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322690,9220180569,Челябинская область,"109,82",
"ооо ""интрастпей""",,59322691,,Челябинская область,0,
"ооо ""интрастпей""",,59322692,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322693,9220180600,Челябинская область,"2,29",
"ооо ""интрастпей""",,59322694,,Челябинская область,0,
"ооо ""интрастпей""",,59322695,,Челябинская область,0,
"ооо ""интрастпей""",,59322696,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322697,9220180646,Челябинская область,"2,77",
"ооо ""интрастпей""",,59322698,,Челябинская область,0,
"ооо ""интрастпей""",,59322699,,Челябинская область,0,
"ооо ""интрастпей""",,59322700,,Челябинская область,0,
"ооо ""интрастпей""",,59322701,,Челябинская область,0,
"ооо ""интрастпей""",,59322702,,Челябинская область,0,
"ооо ""интрастпей""",,59322703,,Челябинская область,5,
"ооо ""интрастпей""",,59322704,,Челябинская область,0,
"ООО ""ИНТРАСТПЕЙ""",,59322705,9220180732,Челябинская область,"0,04",
"ООО ""ИНТРАСТПЕЙ""",,59322706,9220180739,Челябинская область,"18,06",
"ооо ""интрастпей""",,59322707,9220180753,Челябинская область,"6,97",
