,,,,,,
Агент,№(из...),ЛС,Телефон,Регион,Баланс,ИНН
"ООО ""ИНТРАСТПЕЙ""",,22970468,9222509195,Ханты-Мансийский автономный округ,"-301,16",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970469,9222509203,Ханты-Мансийский автономный округ,"-93,97",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970470,9222509214,Ханты-Мансийский автономный округ,"-87,47",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970471,9222509221,Ханты-Мансийский автономный округ,"-207,49",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970472,9222509259,Ханты-Мансийский автономный округ,"64,82",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970473,9222509272,Ханты-Мансийский автономный округ,"-154,06",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970474,9222509274,Ханты-Мансийский автономный округ,"153,85",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970475,9222509280,Ханты-Мансийский автономный округ,"-161,19",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970476,9222509297,Ханты-Мансийский автономный округ,"-163,76",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970477,,Ханты-Мансийский автономный округ,"39,71",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970478,9222509350,Ханты-Мансийский автономный округ,"115,75",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970479,9222509375,Ханты-Мансийский автономный округ,"40,93",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970480,9324160000,Ханты-Мансийский автономный округ,"-488,66",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970481,9222509392,Ханты-Мансийский автономный округ,"59,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970482,9222509394,Ханты-Мансийский автономный округ,"47,57",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970483,9222509455,Ханты-Мансийский автономный округ,"-315,05",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970484,9222509461,Ханты-Мансийский автономный округ,"-470,86",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970485,9222509482,Ханты-Мансийский автономный округ,"-395,07",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970486,9222509486,Ханты-Мансийский автономный округ,"-57,27",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970487,9222509497,Ханты-Мансийский автономный округ,"-35,55",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970488,9222509508,Ханты-Мансийский автономный округ,"-30,91",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970489,9222509525,Ханты-Мансийский автономный округ,"58,78",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970490,9222509538,Ханты-Мансийский автономный округ,"-2,24",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970491,9222509581,Ханты-Мансийский автономный округ,"-34,84",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970492,9222509582,Ханты-Мансийский автономный округ,"15,97",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970493,9222509593,Ханты-Мансийский автономный округ,"-114,8",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970494,9222509605,Ханты-Мансийский автономный округ,"-136,56",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970495,,Ханты-Мансийский автономный округ,"118,25",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970496,9222509613,Ханты-Мансийский автономный округ,"-689,27",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970497,9222509620,Ханты-Мансийский автономный округ,"-115,47",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970498,,Ханты-Мансийский автономный округ,"120,24",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970499,,Ханты-Мансийский автономный округ,"44,99",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970500,9222509690,Ханты-Мансийский автономный округ,"-68,32",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970501,9222509692,Ханты-Мансийский автономный округ,"28,04",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970502,9222509702,Ханты-Мансийский автономный округ,"-66,99",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970503,9222509714,Ханты-Мансийский автономный округ,"24,08",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970504,9222509718,Ханты-Мансийский автономный округ,"-73,9",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970505,9222509752,Ханты-Мансийский автономный округ,"61,85",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970506,9222509794,Ханты-Мансийский автономный округ,"-390,41",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970507,9222509849,Ханты-Мансийский автономный округ,"-238,76",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970508,9222509938,Ханты-Мансийский автономный округ,"-95,92",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970509,9222510021,Ханты-Мансийский автономный округ,"-334,51",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970510,9222510049,Ханты-Мансийский автономный округ,"-329,78",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970511,9222510065,Ханты-Мансийский автономный округ,"-588,55",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970512,9222510073,Ханты-Мансийский автономный округ,"-100,42",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970513,9222510086,Ханты-Мансийский автономный округ,"-27,64",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970514,9222510144,Ханты-Мансийский автономный округ,"22,88",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970515,9222510198,Ханты-Мансийский автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970516,9222510208,Ханты-Мансийский автономный округ,"-1099,92",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970517,9222510268,Ханты-Мансийский автономный округ,"-76,07",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970518,9222510327,Ханты-Мансийский автономный округ,"115,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970519,9222510346,Ханты-Мансийский автономный округ,"-236,55",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970520,9222510393,Ханты-Мансийский автономный округ,"-647,98",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970521,9222510407,Ханты-Мансийский автономный округ,"-126,55",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970522,9222510426,Ханты-Мансийский автономный округ,"-95,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970523,9222510447,Ханты-Мансийский автономный округ,"13,84",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970524,9222510448,Ханты-Мансийский автономный округ,"115,84",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970525,,Ханты-Мансийский автономный округ,"17,27",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970526,9222510452,Ханты-Мансийский автономный округ,"-112,25",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970527,,Ханты-Мансийский автономный округ,"-678,28",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970528,9222510502,Ханты-Мансийский автономный округ,"-483,88",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970529,9222510519,Ханты-Мансийский автономный округ,"48,94",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970530,9222510566,Ханты-Мансийский автономный округ,"54,02",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970531,9222510639,Ханты-Мансийский автономный округ,"-2030,42",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970532,9222510654,Ханты-Мансийский автономный округ,"255,9",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970533,9222510656,Ханты-Мансийский автономный округ,"-41,99",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970534,9222510670,Ханты-Мансийский автономный округ,"-9,62",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970535,9222510689,Ханты-Мансийский автономный округ,"19,75",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970536,9222510740,Ханты-Мансийский автономный округ,"2,78",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970537,9222510741,Ханты-Мансийский автономный округ,"-389,86",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970538,9222510758,Ханты-Мансийский автономный округ,"-65,38",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970539,,Ханты-Мансийский автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970540,9222510799,Ханты-Мансийский автономный округ,"-34,07",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970541,9222510807,Ханты-Мансийский автономный округ,"-182,2",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970542,9222510813,Ханты-Мансийский автономный округ,"66,59",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970543,9222510820,Ханты-Мансийский автономный округ,"45,47",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970544,9222510827,Ханты-Мансийский автономный округ,"12,75",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970545,9222510833,Ханты-Мансийский автономный округ,"-1114,49",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970546,9222510838,Ханты-Мансийский автономный округ,"-281,47",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970547,9222510842,Ханты-Мансийский автономный округ,"-458,67",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970548,9222510879,Ханты-Мансийский автономный округ,"32,17",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970549,9222510892,Ханты-Мансийский автономный округ,"-603,7",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970550,9222510917,Ханты-Мансийский автономный округ,"-144,44",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970551,9222510918,Ханты-Мансийский автономный округ,"-45,6",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970552,9222510938,Ханты-Мансийский автономный округ,"48,88",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970553,9222510977,Ханты-Мансийский автономный округ,"48,66",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970554,9222511045,Ханты-Мансийский автономный округ,"-40,69",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970555,9222511091,Ханты-Мансийский автономный округ,"-66,23",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970556,9222511142,Ханты-Мансийский автономный округ,"-131,46",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970557,9222511148,Ханты-Мансийский автономный округ,"-44,36",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970558,9222511149,Ханты-Мансийский автономный округ,"-101,35",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970559,9222511174,Ханты-Мансийский автономный округ,"-725,26",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970560,9222511185,Ханты-Мансийский автономный округ,"18,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970561,9222511218,Ханты-Мансийский автономный округ,"-232,24",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970562,,Ханты-Мансийский автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970563,9222511268,Ханты-Мансийский автономный округ,"29,7",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970564,9222511293,Ханты-Мансийский автономный округ,"-324,94",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970565,,Ханты-Мансийский автономный округ,"-966,65",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970566,9222511339,Ханты-Мансийский автономный округ,"-1015,63",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970567,9222511387,Ханты-Мансийский автономный округ,"131,61",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970568,9222511401,Ханты-Мансийский автономный округ,"57,46",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970569,9222511415,Ханты-Мансийский автономный округ,"-285,8",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970570,9222511427,Ханты-Мансийский автономный округ,"39,65",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970571,9222511439,Ханты-Мансийский автономный округ,"-442,21",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970572,,Ханты-Мансийский автономный округ,"22,56",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22970573,9222511477,Ханты-Мансийский автономный округ,"45,98",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22972826,9227827452,Ханты-Мансийский автономный округ,"-45,1",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976798,,Тюменская область,"0,29",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976799,9292554442,Тюменская область,"53,23",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976800,9292554931,Тюменская область,"31,8",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976802,9292562491,Тюменская область,"133,47",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976805,,Тюменская область,"64,3",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22976806,,Тюменская область,"2,68",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979289,9224056708,Ханты-Мансийский автономный округ,"-287,7",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979398,,Ханты-Мансийский автономный округ,"125,99",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979408,9224056506,Ханты-Мансийский автономный округ,"95,24",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979413,9224056305,Ханты-Мансийский автономный округ,"-4,42",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979418,9224056703,Ханты-Мансийский автономный округ,"28,36",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979423,9224056705,Ханты-Мансийский автономный округ,"-323,59",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979430,9224056902,Ханты-Мансийский автономный округ,"-71,14",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22979443,9224056504,Ханты-Мансийский автономный округ,"121,83",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22983944,,Ханты-Мансийский автономный округ,"6,35",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984104,9224049811,Ханты-Мансийский автономный округ,"-528,5",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984118,9224049817,Ханты-Мансийский автономный округ,"-45,2",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984359,9224049849,Ханты-Мансийский автономный округ,"-82,57",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984369,9224049036,Ханты-Мансийский автономный округ,"-257,95",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984378,9224049046,Ханты-Мансийский автономный округ,"-85,34",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984383,9224050340,Ханты-Мансийский автономный округ,"118,28",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984430,9224049776,Ханты-Мансийский автономный округ,"-133,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984455,9224050366,Ханты-Мансийский автономный округ,"42,35",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984477,9224049965,Ханты-Мансийский автономный округ,"-622,7",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984505,9224049916,Ханты-Мансийский автономный округ,"-160,19",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984522,9224050349,Ханты-Мансийский автономный округ,"8,48",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984635,9224050287,Ханты-Мансийский автономный округ,"50,93",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984682,9224050264,Ханты-Мансийский автономный округ,"80,19",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984736,9224050254,Ханты-Мансийский автономный округ,"52,32",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22984934,9224050236,Ханты-Мансийский автономный округ,"54,41",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985739,9224050214,Ханты-Мансийский автономный округ,"-602,52",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985797,9224050162,Ханты-Мансийский автономный округ,"66,08",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985816,9224050157,Ханты-Мансийский автономный округ,"100,35",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985829,9224050153,Ханты-Мансийский автономный округ,"-110,06",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985835,9224050114,Ханты-Мансийский автономный округ,"-3736,7",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985848,9224050037,Ханты-Мансийский автономный округ,"-1377,05",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22985892,,Ханты-Мансийский автономный округ,"45,96",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988778,9224050226,Ханты-Мансийский автономный округ,"-282,63",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988884,,Ханты-Мансийский автономный округ,"519,03",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988887,9224050378,Ханты-Мансийский автономный округ,"-602,1",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988935,9224050218,Ханты-Мансийский автономный округ,"-164,71",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988936,9224048948,Ханты-Мансийский автономный округ,"-200,27",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988939,9224048967,Ханты-Мансийский автономный округ,"-1008,13",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988940,,Ханты-Мансийский автономный округ,"28,35",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22988960,9224048987,Ханты-Мансийский автономный округ,"13,33",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989071,9224048991,Ханты-Мансийский автономный округ,"-80,6",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989073,9224048996,Ханты-Мансийский автономный округ,"-10,59",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989075,9224049296,Ханты-Мансийский автономный округ,"-136,21",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989077,9224049302,Ханты-Мансийский автономный округ,"51,51",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989079,9224049308,Ханты-Мансийский автономный округ,"15,59",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989898,9224049324,Ханты-Мансийский автономный округ,"-64,16",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989901,9224049328,Ханты-Мансийский автономный округ,"-150,12",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989905,9224049334,Ханты-Мансийский автономный округ,"-13,63",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989909,9224049341,Ханты-Мансийский автономный округ,"-37,05",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989911,9224049380,Ханты-Мансийский автономный округ,"58,07",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989917,9224049390,Ханты-Мансийский автономный округ,"-182,86",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989932,9224049415,Ханты-Мансийский автономный округ,"-1415,74",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989949,,Ханты-Мансийский автономный округ,"33,29",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989953,,Ханты-Мансийский автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989959,9227846343,Ханты-Мансийский автономный округ,"-221,85",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22989960,9224049446,Ханты-Мансийский автономный округ,"-399,58",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22990012,9324036234,Ханты-Мансийский автономный округ,"115,91",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22990019,9324036437,Ханты-Мансийский автономный округ,"-369,12",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22990028,9324035546,Ханты-Мансийский автономный округ,"-148,61",7202210684
"ООО ""ИНТРАСТПЕЙ""",,22990269,9324035541,Ханты-Мансийский автономный округ,"-38,37",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028494,9224643722,Ямало-Ненецкий автономный округ,"15,2",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028499,9224643702,Ямало-Ненецкий автономный округ,"-6375,83",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028500,9224643693,Ямало-Ненецкий автономный округ,"-51,32",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028502,9224643650,Ямало-Ненецкий автономный округ,"95,48",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028503,9224643639,Ямало-Ненецкий автономный округ,"34,93",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028505,,Ямало-Ненецкий автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028506,,Ямало-Ненецкий автономный округ,"109,81",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028507,,Ямало-Ненецкий автономный округ,"47,64",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028509,,Ямало-Ненецкий автономный округ,"1,6",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028510,9224643507,Ямало-Ненецкий автономный округ,"105,77",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028511,9224643488,Ямало-Ненецкий автономный округ,"81,1",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028512,9224643460,Ямало-Ненецкий автономный округ,"-275,42",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028513,,Ямало-Ненецкий автономный округ,"3,58",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028514,,Ямало-Ненецкий автономный округ,"31,04",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028515,,Ямало-Ненецкий автономный округ,"23,65",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028516,9224641663,Ямало-Ненецкий автономный округ,"-448,96",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028517,,Ямало-Ненецкий автономный округ,"31,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028518,9224641657,Ямало-Ненецкий автономный округ,"-379,4",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028519,9320931133,Ямало-Ненецкий автономный округ,"-144,95",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028522,9222863355,Ямало-Ненецкий автономный округ,"114,81",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028524,9224643396,Ямало-Ненецкий автономный округ,"-107,14",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028525,,Ямало-Ненецкий автономный округ,"53,1",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028526,9224643387,Ямало-Ненецкий автономный округ,"58,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028527,9224643371,Ямало-Ненецкий автономный округ,"52,63",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028528,,Ямало-Ненецкий автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028529,9224643362,Ямало-Ненецкий автономный округ,"115,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028530,,Ямало-Ненецкий автономный округ,"47,31",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028531,9224643301,Ямало-Ненецкий автономный округ,"52,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028532,9224643285,Ямало-Ненецкий автономный округ,"-33,16",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028533,9224643277,Ямало-Ненецкий автономный округ,"-132,81",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028535,,Ямало-Ненецкий автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028536,9224643265,Ямало-Ненецкий автономный округ,"-201,53",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028537,,Ямало-Ненецкий автономный округ,"111,32",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028538,9224643241,Ямало-Ненецкий автономный округ,"-1550,49",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028539,,Ямало-Ненецкий автономный округ,"28,65",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028540,9224643223,Ямало-Ненецкий автономный округ,"-36,42",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028541,,Ямало-Ненецкий автономный округ,"0,71",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028542,9224643196,Ямало-Ненецкий автономный округ,"-400,46",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028543,,Ямало-Ненецкий автономный округ,"37,65",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028544,9224643177,Ямало-Ненецкий автономный округ,"-37,69",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028545,,Ямало-Ненецкий автономный округ,"45,11",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028546,,Ямало-Ненецкий автономный округ,"1,78",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028547,,Ямало-Ненецкий автономный округ,84,7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028548,,Ямало-Ненецкий автономный округ,0,7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028550,9224643097,Ямало-Ненецкий автономный округ,"22,71",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028551,9224643096,Ямало-Ненецкий автономный округ,"62,29",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028552,9224643095,Ямало-Ненецкий автономный округ,"12,03",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028553,,Ямало-Ненецкий автономный округ,"38,57",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028554,,Ямало-Ненецкий автономный округ,"47,45",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028555,9224643089,Ямало-Ненецкий автономный округ,"-73,32",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028556,9224643076,Ямало-Ненецкий автономный округ,"-265,59",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028557,9224643072,Ямало-Ненецкий автономный округ,"-1184,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028558,9224643063,Ямало-Ненецкий автономный округ,"-43,9",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028559,9224643060,Ямало-Ненецкий автономный округ,"-597,4",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028560,,Ямало-Ненецкий автономный округ,"22,03",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028562,9224643027,Ямало-Ненецкий автономный округ,"28,84",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028563,,Ямало-Ненецкий автономный округ,"65,98",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028564,,Ямало-Ненецкий автономный округ,"65,19",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028565,,Ямало-Ненецкий автономный округ,"27,07",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028566,9224642952,Ямало-Ненецкий автономный округ,"137,44",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028568,9224642949,Ямало-Ненецкий автономный округ,"-592,21",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028569,,Ямало-Ненецкий автономный округ,"55,73",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028570,9224642909,Ямало-Ненецкий автономный округ,"-14,75",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028571,9224642890,Ямало-Ненецкий автономный округ,"-173,36",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028572,9224642877,Ямало-Ненецкий автономный округ,"29,21",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028573,9224642871,Ямало-Ненецкий автономный округ,"-147,99",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028574,,Ямало-Ненецкий автономный округ,"46,22",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028575,9224642851,Ямало-Ненецкий автономный округ,"-213,68",7202210684
"ООО ""ИНТРАСТПЕЙ""",,23028576,,Ямало-Ненецкий автономный округ,"0,3",7202210684
